Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 
(s)	 (N)     	 (N)     	 (N)     	 
89.16	 775877	 772463	 772463	 
89.17	 775933	 772513	 772513	 
89.18	 775987	 772560	 772560	 
89.19	 776040	 772606	 772606	 
89.2	 776091	 772651	 772651	 
89.21	 776140	 772694	 772694	 
89.22	 776188	 772736	 772736	 
89.23	 776235	 772776	 772776	 
89.24	 776280	 772814	 772814	 
89.25	 776324	 772851	 772851	 
89.26	 776366	 772886	 772886	 
89.27	 776406	 772920	 772920	 
89.28	 776445	 772952	 772952	 
89.29	 776482	 772983	 772983	 
89.3	 776518	 773012	 773012	 
89.31	 776552	 773039	 773039	 
89.32	 776584	 773064	 773064	 
89.33	 776614	 773088	 773088	 
89.34	 776643	 773110	 773110	 
89.35	 776671	 773131	 773131	 
89.36	 776696	 773150	 773150	 
89.37	 776720	 773167	 773167	 
89.38	 776742	 773182	 773182	 
89.39	 776762	 773195	 773195	 
89.4	 776781	 773207	 773207	 
89.41	 776798	 773217	 773217	 
89.42	 776813	 773225	 773225	 
89.43	 776826	 773232	 773232	 
89.44	 776837	 773236	 773236	 
89.45	 776847	 773239	 773239	 
89.46	 776855	 773240	 773240	 
89.47	 776861	 773239	 773239	 
89.48	 776866	 773238	 773238	 
89.49	 776870	 773234	 773234	 
89.5	 776871	 773229	 773229	 
89.51	 776872	 773223	 773223	 
89.52	 776870	 773214	 773214	 
89.53	 776867	 773204	 773204	 
89.54	 776862	 773192	 773192	 
89.55	 776855	 773179	 773179	 
89.56	 776846	 773163	 773163	 
89.57	 776836	 773146	 773146	 
89.58	 776824	 773128	 773128	 
89.59	 776810	 773107	 773107	 
89.6	 776795	 773085	 773085	 
89.61	 776778	 773061	 773061	 
89.62	 776759	 773036	 773036	 
89.63	 776738	 773008	 773008	 
89.64	 776716	 772979	 772979	 
89.65	 776692	 772949	 772949	 
89.66	 776666	 772916	 772916	 
89.67	 776638	 772882	 772882	 
89.68	 776609	 772846	 772846	 
89.69	 776578	 772809	 772809	 
89.7	 776545	 772770	 772770	 
89.71	 776511	 772729	 772729	 
89.72	 776475	 772686	 772686	 
89.73	 776437	 772642	 772642	 
89.74	 776398	 772596	 772596	 
89.75	 776356	 772549	 772549	 
89.76	 776313	 772500	 772500	 
89.77	 776269	 772449	 772449	 
89.78	 776223	 772396	 772396	 
89.79	 776175	 772342	 772342	 
89.8	 776125	 772287	 772287	 
89.81	 776074	 772229	 772229	 
89.82	 776021	 772170	 772170	 
89.83	 775966	 772109	 772109	 
89.84	 775909	 772047	 772047	 
89.85	 775851	 771983	 771983	 
89.86	 775791	 771917	 771917	 
89.87	 775730	 771850	 771850	 
89.88	 775667	 771781	 771781	 
89.89	 775602	 771711	 771711	 
89.9	 775535	 771639	 771639	 
89.91	 775467	 771565	 771565	 
89.92	 775397	 771490	 771490	 
89.93	 775326	 771413	 771413	 
89.94	 775253	 771334	 771334	 
89.95	 775178	 771254	 771254	 
89.96	 775101	 771172	 771172	 
89.97	 775023	 771089	 771089	 
89.98	 774943	 771004	 771004	 
89.99	 774861	 770917	 770917	 
90	 774778	 770829	 770829	 
90.01	 774693	 770739	 770739	 
90.02	 774606	 770648	 770648	 
90.03	 774518	 770554	 770554	 
90.04	 774428	 770460	 770460	 
90.05	 774337	 770364	 770364	 
90.06	 774244	 770266	 770266	 
90.07	 774149	 770167	 770167	 
90.08	 774053	 770067	 770067	 
90.09	 773956	 769965	 769965	 
90.1	 773856	 769862	 769862	 
90.11	 773755	 769757	 769757	 
90.12	 773653	 769650	 769650	 
90.13	 773549	 769542	 769542	 
90.14	 773443	 769432	 769432	 
90.15	 773336	 769321	 769321	 
90.16	 773227	 769209	 769209	 
90.17	 773116	 769094	 769094	 
90.18	 773004	 768979	 768979	 
90.19	 772890	 768861	 768861	 
90.2	 772774	 768742	 768742	 
90.21	 772657	 768622	 768622	 
90.22	 772538	 768500	 768500	 
90.23	 772417	 768376	 768376	 
90.24	 772295	 768251	 768251	 
90.25	 772172	 768125	 768125	 
90.26	 772046	 767996	 767996	 
90.27	 771919	 767867	 767867	 
90.28	 771790	 767736	 767736	 
90.29	 771660	 767603	 767603	 
90.3	 771528	 767469	 767469	 
90.31	 771395	 767333	 767333	 
90.32	 771259	 767195	 767195	 
90.33	 771123	 767057	 767057	 
90.34	 770984	 766916	 766916	 
90.35	 770844	 766774	 766774	 
90.36	 770702	 766631	 766631	 
90.37	 770559	 766486	 766486	 
90.38	 770414	 766339	 766339	 
90.39	 770267	 766191	 766191	 
90.4	 770119	 766042	 766042	 
90.41	 769969	 765891	 765891	 
90.42	 769818	 765738	 765738	 
90.43	 769665	 765584	 765584	 
90.44	 769510	 765429	 765429	 
90.45	 769354	 765271	 765271	 
90.46	 769196	 765113	 765113	 
90.47	 769036	 764953	 764953	 
90.48	 768875	 764791	 764791	 
90.49	 768712	 764628	 764628	 
90.5	 768548	 764463	 764463	 
90.51	 768382	 764297	 764297	 
90.52	 768214	 764129	 764129	 
90.53	 768045	 763960	 763960	 
90.54	 767874	 763789	 763789	 
90.55	 767701	 763617	 763617	 
90.56	 767527	 763444	 763444	 
90.57	 767351	 763268	 763268	 
90.58	 767174	 763092	 763092	 
90.59	 766995	 762913	 762913	 
90.6	 766814	 762734	 762734	 
90.61	 766632	 762552	 762552	 
90.62	 766448	 762370	 762370	 
90.63	 766263	 762186	 762186	 
90.64	 766076	 762000	 762000	 
90.65	 765887	 761813	 761813	 
90.66	 765697	 761624	 761624	 
90.67	 765506	 761434	 761434	 
90.68	 765312	 761242	 761242	 
90.69	 765117	 761049	 761049	 
90.7	 764921	 760855	 760855	 
90.71	 764723	 760659	 760659	 
90.72	 764523	 760461	 760461	 
90.73	 764322	 760262	 760262	 
90.74	 764119	 760062	 760062	 
90.75	 763915	 759860	 759860	 
90.76	 763709	 759657	 759657	 
90.77	 763501	 759452	 759452	 
90.78	 763292	 759246	 759246	 
90.79	 763082	 759038	 759038	 
90.8	 762870	 758829	 758829	 
90.81	 762656	 758618	 758618	 
90.82	 762441	 758406	 758406	 
90.83	 762224	 758193	 758193	 
90.84	 762006	 757978	 757978	 
90.85	 761786	 757762	 757762	 
90.86	 761565	 757544	 757544	 
90.87	 761343	 757325	 757325	 
90.88	 761118	 757104	 757104	 
90.89	 760893	 756882	 756882	 
90.9	 760666	 756659	 756659	 
90.91	 760437	 756434	 756434	 
90.92	 760207	 756208	 756208	 
90.93	 759975	 755981	 755981	 
90.94	 759742	 755752	 755752	 
90.95	 759508	 755522	 755522	 
90.96	 759272	 755290	 755290	 
90.97	 759035	 755058	 755058	 
90.98	 758796	 754823	 754823	 
90.99	 758556	 754588	 754588	 
91	 758315	 754351	 754351	 
91.01	 758072	 754113	 754113	 
91.02	 757827	 753873	 753873	 
91.03	 757582	 753633	 753633	 
91.04	 757335	 753391	 753391	 
91.05	 757087	 753147	 753147	 
91.06	 756837	 752903	 752903	 
91.07	 756586	 752657	 752657	 
91.08	 756334	 752410	 752410	 
91.09	 756080	 752161	 752161	 
91.1	 755825	 751912	 751912	 
91.11	 755569	 751661	 751661	 
91.12	 755312	 751409	 751409	 
91.13	 755053	 751156	 751156	 
91.14	 754793	 750901	 750901	 
91.15	 754532	 750646	 750646	 
91.16	 754270	 750389	 750389	 
91.17	 754007	 750131	 750131	 
91.18	 753742	 749872	 749872	 
91.19	 753476	 749612	 749612	 
91.2	 753209	 749350	 749350	 
91.21	 752941	 749088	 749088	 
91.22	 752672	 748825	 748825	 
91.23	 752401	 748560	 748560	 
91.24	 752130	 748294	 748294	 
91.25	 751858	 748028	 748028	 
91.26	 751584	 747760	 747760	 
91.27	 751309	 747491	 747491	 
91.28	 751034	 747222	 747222	 
91.29	 750757	 746951	 746951	 
91.3	 750480	 746679	 746679	 
91.31	 750201	 746407	 746407	 
91.32	 749921	 746133	 746133	 
91.33	 749641	 745859	 745859	 
91.34	 749360	 745583	 745583	 
91.35	 749077	 745307	 745307	 
91.36	 748794	 745030	 745030	 
91.37	 748510	 744752	 744752	 
91.38	 748225	 744473	 744473	 
91.39	 747940	 744193	 744193	 
91.4	 747653	 743913	 743913	 
91.41	 747366	 743632	 743632	 
91.42	 747078	 743350	 743350	 
91.43	 746789	 743067	 743067	 
91.44	 746500	 742784	 742784	 
91.45	 746210	 742499	 742499	 
91.46	 745919	 742215	 742215	 
91.47	 745628	 741929	 741929	 
91.48	 745336	 741643	 741643	 
91.49	 745043	 741356	 741356	 
91.5	 744750	 741069	 741069	 
91.51	 744456	 740781	 740781	 
91.52	 744162	 740492	 740492	 
91.53	 743867	 740203	 740203	 
91.54	 743572	 739914	 739914	 
91.55	 743276	 739624	 739624	 
91.56	 742980	 739333	 739333	 
91.57	 742683	 739042	 739042	 
91.58	 742386	 738751	 738751	 
91.59	 742089	 738459	 738459	 
91.6	 741791	 738167	 738167	 
91.61	 741494	 737875	 737875	 
91.62	 741195	 737582	 737582	 
91.63	 740897	 737289	 737289	 
91.64	 740598	 736996	 736996	 
91.65	 740299	 736702	 736702	 
91.66	 740000	 736408	 736408	 
91.67	 739701	 736114	 736114	 
91.68	 739402	 735820	 735820	 
91.69	 739102	 735526	 735526	 
91.7	 738803	 735231	 735231	 
91.71	 738503	 734937	 734937	 
91.72	 738204	 734642	 734642	 
91.73	 737904	 734348	 734348	 
91.74	 737605	 734053	 734053	 
91.75	 737305	 733759	 733759	 
91.76	 737006	 733464	 733464	 
91.77	 736707	 733170	 733170	 
91.78	 736408	 732875	 732875	 
91.79	 736109	 732581	 732581	 
91.8	 735811	 732287	 732287	 
91.81	 735513	 731993	 731993	 
91.82	 735215	 731700	 731700	 
91.83	 734917	 731406	 731406	 
91.84	 734620	 731113	 731113	 
91.85	 734323	 730820	 730820	 
91.86	 734026	 730528	 730528	 
91.87	 733730	 730236	 730236	 
91.88	 733435	 729944	 729944	 
91.89	 733140	 729653	 729653	 
91.9	 732845	 729362	 729362	 
91.91	 732551	 729072	 729072	 
91.92	 732258	 728782	 728782	 
91.93	 731965	 728493	 728493	 
91.94	 731673	 728204	 728204	 
91.95	 731381	 727916	 727916	 
91.96	 731090	 727629	 727629	 
91.97	 730800	 727342	 727342	 
91.98	 730511	 727056	 727056	 
91.99	 730223	 726771	 726771	 
92	 729935	 726487	 726487	 
92.01	 729649	 726203	 726203	 
92.02	 729363	 725920	 725920	 
92.03	 729078	 725638	 725638	 
92.04	 728794	 725357	 725357	 
92.05	 728511	 725077	 725077	 
92.06	 728230	 724799	 724799	 
92.07	 727949	 724522	 724522	 
92.08	 727670	 724246	 724246	 
92.09	 727391	 723971	 723971	 
92.1	 727114	 723698	 723698	 
92.11	 726838	 723426	 723426	 
92.12	 726564	 723155	 723155	 
92.13	 726291	 722886	 722886	 
92.14	 726019	 722618	 722618	 
92.15	 725748	 722352	 722352	 
92.16	 725479	 722087	 722087	 
92.17	 725211	 721823	 721823	 
92.18	 724945	 721562	 721562	 
92.19	 724680	 721301	 721301	 
92.2	 724416	 721043	 721043	 
92.21	 724154	 720786	 720786	 
92.22	 723893	 720530	 720530	 
92.23	 723635	 720276	 720276	 
92.24	 723377	 720024	 720024	 
92.25	 723121	 719774	 719774	 
92.26	 722867	 719525	 719525	 
92.27	 722615	 719278	 719278	 
92.28	 722364	 719033	 719033	 
92.29	 722115	 718790	 718790	 
92.3	 721868	 718549	 718549	 
92.31	 721623	 718309	 718309	 
92.32	 721379	 718071	 718071	 
92.33	 721137	 717836	 717836	 
92.34	 720897	 717602	 717602	 
92.35	 720659	 717370	 717370	 
92.36	 720423	 717140	 717140	 
92.37	 720189	 716913	 716913	 
92.38	 719957	 716687	 716687	 
92.39	 719726	 716463	 716463	 
92.4	 719498	 716242	 716242	 
92.41	 719272	 716022	 716022	 
92.42	 719048	 715805	 715805	 
92.43	 718826	 715590	 715590	 
92.44	 718606	 715377	 715377	 
92.45	 718388	 715166	 715166	 
92.46	 718173	 714958	 714958	 
92.47	 717959	 714752	 714752	 
92.48	 717748	 714548	 714548	 
92.49	 717539	 714346	 714346	 
92.5	 717333	 714147	 714147	 
92.51	 717128	 713950	 713950	 
92.52	 716926	 713755	 713755	 
92.53	 716726	 713563	 713563	 
92.54	 716529	 713373	 713373	 
92.55	 716334	 713186	 713186	 
92.56	 716141	 713001	 713001	 
92.57	 715951	 712819	 712819	 
92.58	 715763	 712639	 712639	 
92.59	 715578	 712461	 712461	 
92.6	 715395	 712286	 712286	 
92.61	 715215	 712114	 712114	 
92.62	 715037	 711944	 711944	 
92.63	 714862	 711776	 711776	 
92.64	 714689	 711612	 711612	 
92.65	 714519	 711449	 711449	 
92.66	 714351	 711290	 711290	 
92.67	 714186	 711133	 711133	 
92.68	 714024	 710979	 710979	 
92.69	 713864	 710827	 710827	 
92.7	 713707	 710678	 710678	 
92.71	 713552	 710532	 710532	 
92.72	 713400	 710388	 710388	 
92.73	 713251	 710247	 710247	 
92.74	 713105	 710109	 710109	 
92.75	 712961	 709973	 709973	 
92.76	 712820	 709841	 709841	 
92.77	 712682	 709711	 709711	 
92.78	 712546	 709583	 709583	 
92.79	 712413	 709459	 709459	 
92.8	 712283	 709337	 709337	 
92.81	 712156	 709218	 709218	 
92.82	 712032	 709102	 709102	 
92.83	 711910	 708988	 708988	 
92.84	 711791	 708878	 708878	 
92.85	 711675	 708770	 708770	 
92.86	 711562	 708665	 708665	 
92.87	 711451	 708563	 708563	 
92.88	 711344	 708464	 708464	 
92.89	 711239	 708367	 708367	 
92.9	 711138	 708274	 708274	 
92.91	 711039	 708183	 708183	 
92.92	 710943	 708095	 708095	 
92.93	 710850	 708010	 708010	 
92.94	 710760	 707928	 707928	 
92.95	 710673	 707849	 707849	 
92.96	 710589	 707773	 707773	 
92.97	 710507	 707700	 707700	 
92.98	 710429	 707629	 707629	 
92.99	 710354	 707562	 707562	 
93	 710281	 707498	 707498	 
93.01	 710212	 707436	 707436	 
93.02	 710146	 707377	 707377	 
93.03	 710082	 707322	 707322	 
93.04	 710022	 707269	 707269	 
93.05	 709964	 707219	 707219	 
93.06	 709910	 707172	 707172	 
93.07	 709858	 707128	 707128	 
93.08	 709810	 707087	 707087	 
93.09	 709764	 707049	 707049	 
93.1	 709722	 707014	 707014	 
93.11	 709682	 706982	 706982	 
93.12	 709646	 706953	 706953	 
93.13	 709612	 706927	 706927	 
93.14	 709582	 706904	 706904	 
93.15	 709555	 706884	 706884	 
93.16	 709530	 706866	 706866	 
93.17	 709509	 706852	 706852	 
93.18	 709491	 706841	 706841	 
93.19	 709475	 706832	 706832	 
93.2	 709463	 706827	 706827	 
93.21	 709454	 706825	 706825	 
93.22	 709448	 706825	 706825	 
93.23	 709445	 706829	 706829	 
93.24	 709444	 706835	 706835	 
93.25	 709447	 706845	 706845	 
93.26	 709453	 706857	 706857	 
93.27	 709462	 706872	 706872	 
93.28	 709474	 706891	 706891	 
93.29	 709489	 706912	 706912	 
93.3	 709507	 706936	 706936	 
93.31	 709528	 706963	 706963	 
93.32	 709552	 706993	 706993	 
93.33	 709579	 707026	 707026	 
93.34	 709609	 707062	 707062	 
93.35	 709643	 707101	 707101	 
93.36	 709679	 707143	 707143	 
93.37	 709718	 707188	 707188	 
93.38	 709760	 707235	 707235	 
93.39	 709805	 707286	 707286	 
93.4	 709853	 707339	 707339	 
93.41	 709903	 707394	 707394	 
93.42	 709955	 707452	 707452	 
93.43	 710010	 707512	 707512	 
93.44	 710067	 707575	 707575	 
93.45	 710128	 707640	 707640	 
93.46	 710191	 707708	 707708	 
93.47	 710257	 707779	 707779	 
93.48	 710325	 707852	 707852	 
93.49	 710397	 707928	 707928	 
93.5	 710470	 708006	 708006	 
93.51	 710547	 708087	 708087	 
93.52	 710626	 708171	 708171	 
93.53	 710707	 708256	 708256	 
93.54	 710791	 708345	 708345	 
93.55	 710878	 708436	 708436	 
93.56	 710967	 708529	 708529	 
93.57	 711059	 708624	 708624	 
93.58	 711153	 708722	 708722	 
93.59	 711249	 708822	 708822	 
93.6	 711348	 708925	 708925	 
93.61	 711449	 709030	 709030	 
93.62	 711553	 709137	 709137	 
93.63	 711658	 709246	 709246	 
93.64	 711767	 709357	 709357	 
93.65	 711877	 709471	 709471	 
93.66	 711989	 709587	 709587	 
93.67	 712104	 709705	 709705	 
93.68	 712221	 709825	 709825	 
93.69	 712340	 709947	 709947	 
93.7	 712462	 710071	 710071	 
93.71	 712585	 710197	 710197	 
93.72	 712710	 710325	 710325	 
93.73	 712838	 710455	 710455	 
93.74	 712967	 710587	 710587	 
93.75	 713099	 710721	 710721	 
93.76	 713232	 710856	 710856	 
93.77	 713367	 710994	 710994	 
93.78	 713505	 711134	 711134	 
93.79	 713644	 711275	 711275	 
93.8	 713785	 711418	 711418	 
93.81	 713928	 711563	 711563	 
93.82	 714072	 711709	 711709	 
93.83	 714219	 711857	 711857	 
93.84	 714367	 712007	 712007	 
93.85	 714517	 712159	 712159	 
93.86	 714669	 712312	 712312	 
93.87	 714822	 712467	 712467	 
93.88	 714977	 712624	 712624	 
93.89	 715134	 712782	 712782	 
93.9	 715292	 712941	 712941	 
93.91	 715452	 713102	 713102	 
93.92	 715614	 713265	 713265	 
93.93	 715777	 713429	 713429	 
93.94	 715942	 713594	 713594	 
93.95	 716108	 713761	 713761	 
93.96	 716275	 713930	 713930	 
93.97	 716444	 714099	 714099	 
93.98	 716615	 714270	 714270	 
93.99	 716786	 714442	 714442	 
94	 716959	 714616	 714616	 
94.01	 717133	 714790	 714790	 
94.02	 717309	 714966	 714966	 
94.03	 717485	 715143	 715143	 
94.04	 717663	 715321	 715321	 
94.05	 717842	 715500	 715500	 
94.06	 718023	 715681	 715681	 
94.07	 718204	 715862	 715862	 
94.08	 718387	 716045	 716045	 
94.09	 718571	 716229	 716229	 
94.1	 718756	 716413	 716413	 
94.11	 718942	 716599	 716599	 
94.12	 719129	 716786	 716786	 
94.13	 719317	 716974	 716974	 
94.14	 719507	 717163	 717163	 
94.15	 719697	 717353	 717353	 
94.16	 719889	 717544	 717544	 
94.17	 720081	 717736	 717736	 
94.18	 720274	 717928	 717928	 
94.19	 720469	 718122	 718122	 
94.2	 720664	 718316	 718316	 
94.21	 720860	 718512	 718512	 
94.22	 721057	 718708	 718708	 
94.23	 721255	 718905	 718905	 
94.24	 721454	 719102	 719102	 
94.25	 721653	 719301	 719301	 
94.26	 721854	 719500	 719500	 
94.27	 722055	 719700	 719700	 
94.28	 722257	 719901	 719901	 
94.29	 722459	 720102	 720102	 
94.3	 722663	 720304	 720304	 
94.31	 722867	 720507	 720507	 
94.32	 723072	 720710	 720710	 
94.33	 723277	 720914	 720914	 
94.34	 723483	 721119	 721119	 
94.35	 723690	 721324	 721324	 
94.36	 723898	 721530	 721530	 
94.37	 724106	 721737	 721737	 
94.38	 724314	 721944	 721944	 
94.39	 724523	 722151	 722151	 
94.4	 724733	 722359	 722359	 
94.41	 724944	 722568	 722568	 
94.42	 725154	 722777	 722777	 
94.43	 725366	 722986	 722986	 
94.44	 725578	 723196	 723196	 
94.45	 725790	 723406	 723406	 
94.46	 726003	 723617	 723617	 
94.47	 726216	 723828	 723828	 
94.48	 726430	 724040	 724040	 
94.49	 726644	 724252	 724252	 
94.5	 726859	 724464	 724464	 
94.51	 727073	 724677	 724677	 
94.52	 727289	 724890	 724890	 
94.53	 727504	 725104	 725104	 
94.54	 727721	 725317	 725317	 
94.55	 727937	 725531	 725531	 
94.56	 728154	 725746	 725746	 
94.57	 728371	 725960	 725960	 
94.58	 728588	 726175	 726175	 
94.59	 728806	 726390	 726390	 
94.6	 729024	 726606	 726606	 
94.61	 729242	 726821	 726821	 
94.62	 729460	 727037	 727037	 
94.63	 729679	 727253	 727253	 
94.64	 729898	 727470	 727470	 
94.65	 730117	 727686	 727686	 
94.66	 730336	 727903	 727903	 
94.67	 730556	 728120	 728120	 
94.68	 730776	 728337	 728337	 
94.69	 730995	 728554	 728554	 
94.7	 731216	 728771	 728771	 
94.71	 731436	 728989	 728989	 
94.72	 731656	 729206	 729206	 
94.73	 731877	 729424	 729424	 
94.74	 732097	 729642	 729642	 
94.75	 732318	 729859	 729859	 
94.76	 732539	 730077	 730077	 
94.77	 732760	 730295	 730295	 
94.78	 732981	 730513	 730513	 
94.79	 733202	 730732	 730732	 
94.8	 733423	 730950	 730950	 
94.81	 733644	 731168	 731168	 
94.82	 733866	 731386	 731386	 
94.83	 734087	 731604	 731604	 
94.84	 734308	 731823	 731823	 
94.85	 734530	 732041	 732041	 
94.86	 734751	 732259	 732259	 
94.87	 734973	 732478	 732478	 
94.88	 735194	 732696	 732696	 
94.89	 735416	 732914	 732914	 
94.9	 735637	 733133	 733133	 
94.91	 735859	 733351	 733351	 
94.92	 736080	 733569	 733569	 
94.93	 736301	 733787	 733787	 
94.94	 736523	 734005	 734005	 
94.95	 736744	 734223	 734223	 
94.96	 736965	 734441	 734441	 
94.97	 737187	 734659	 734659	 
94.98	 737408	 734877	 734877	 
94.99	 737629	 735095	 735095	 
95	 737850	 735312	 735312	 
95.01	 738071	 735530	 735530	 
95.02	 738292	 735747	 735747	 
95.03	 738512	 735965	 735965	 
95.04	 738733	 736182	 736182	 
95.05	 738954	 736399	 736399	 
95.06	 739174	 736616	 736616	 
95.07	 739394	 736833	 736833	 
95.08	 739615	 737050	 737050	 
95.09	 739835	 737266	 737266	 
95.1	 740055	 737483	 737483	 
95.11	 740274	 737699	 737699	 
95.12	 740494	 737916	 737916	 
95.13	 740714	 738132	 738132	 
95.14	 740933	 738348	 738348	 
95.15	 741152	 738563	 738563	 
95.16	 741372	 738779	 738779	 
95.17	 741591	 738994	 738994	 
95.18	 741809	 739210	 739210	 
95.19	 742028	 739425	 739425	 
95.2	 742247	 739640	 739640	 
95.21	 742465	 739855	 739855	 
95.22	 742683	 740069	 740069	 
95.23	 742901	 740284	 740284	 
95.24	 743119	 740498	 740498	 
95.25	 743336	 740712	 740712	 
95.26	 743554	 740926	 740926	 
95.27	 743771	 741139	 741139	 
95.28	 743988	 741353	 741353	 
95.29	 744205	 741566	 741566	 
95.3	 744421	 741779	 741779	 
95.31	 744638	 741992	 741992	 
95.32	 744854	 742205	 742205	 
95.33	 745070	 742417	 742417	 
95.34	 745286	 742629	 742629	 
95.35	 745502	 742841	 742841	 
95.36	 745717	 743053	 743053	 
95.37	 745932	 743265	 743265	 
95.38	 746147	 743476	 743476	 
95.39	 746362	 743687	 743687	 
95.4	 746576	 743898	 743898	 
95.41	 746791	 744108	 744108	 
95.42	 747005	 744319	 744319	 
95.43	 747218	 744529	 744529	 
95.44	 747432	 744739	 744739	 
95.45	 747645	 744949	 744949	 
95.46	 747858	 745158	 745158	 
95.47	 748071	 745367	 745367	 
95.48	 748284	 745576	 745576	 
95.49	 748496	 745785	 745785	 
95.5	 748708	 745994	 745994	 
95.51	 748920	 746202	 746202	 
95.52	 749132	 746410	 746410	 
95.53	 749343	 746618	 746618	 
95.54	 749554	 746825	 746825	 
95.55	 749765	 747032	 747032	 
95.56	 749975	 747239	 747239	 
95.57	 750185	 747446	 747446	 
95.58	 750395	 747653	 747653	 
95.59	 750605	 747859	 747859	 
95.6	 750815	 748065	 748065	 
95.61	 751024	 748270	 748270	 
95.62	 751233	 748476	 748476	 
95.63	 751441	 748681	 748681	 
95.64	 751650	 748886	 748886	 
95.65	 751858	 749090	 749090	 
95.66	 752065	 749295	 749295	 
95.67	 752273	 749499	 749499	 
95.68	 752480	 749702	 749702	 
95.69	 752687	 749906	 749906	 
95.7	 752894	 750109	 750109	 
95.71	 753100	 750312	 750312	 
95.72	 753306	 750515	 750515	 
95.73	 753512	 750717	 750717	 
95.74	 753717	 750919	 750919	 
95.75	 753922	 751121	 751121	 
95.76	 754127	 751322	 751322	 
95.77	 754332	 751523	 751523	 
95.78	 754536	 751724	 751724	 
95.79	 754740	 751925	 751925	 
95.8	 754943	 752125	 752125	 
95.81	 755147	 752325	 752325	 
95.82	 755349	 752525	 752525	 
95.83	 755552	 752724	 752724	 
95.84	 755754	 752923	 752923	 
95.85	 755956	 753122	 753122	 
95.86	 756158	 753320	 753320	 
95.87	 756359	 753519	 753519	 
95.88	 756560	 753716	 753716	 
95.89	 756761	 753914	 753914	 
95.9	 756961	 754111	 754111	 
95.91	 757161	 754308	 754308	 
95.92	 757361	 754505	 754505	 
95.93	 757560	 754701	 754701	 
95.94	 757759	 754897	 754897	 
95.95	 757958	 755092	 755092	 
95.96	 758156	 755288	 755288	 
95.97	 758354	 755482	 755482	 
95.98	 758551	 755677	 755677	 
95.99	 758748	 755871	 755871	 
96	 758945	 756065	 756065	 
96.01	 759141	 756259	 756259	 
96.02	 759337	 756452	 756452	 
96.03	 759533	 756644	 756644	 
96.04	 759728	 756837	 756837	 
96.05	 759922	 757029	 757029	 
96.06	 760117	 757221	 757221	 
96.07	 760311	 757412	 757412	 
96.08	 760504	 757603	 757603	 
96.09	 760697	 757793	 757793	 
96.1	 760890	 757983	 757983	 
96.11	 761082	 758173	 758173	 
96.12	 761274	 758362	 758362	 
96.13	 761465	 758551	 758551	 
96.14	 761656	 758740	 758740	 
96.15	 761847	 758928	 758928	 
96.16	 762037	 759116	 759116	 
96.17	 762227	 759303	 759303	 
96.18	 762416	 759490	 759490	 
96.19	 762605	 759676	 759676	 
96.2	 762793	 759862	 759862	 
96.21	 762981	 760048	 760048	 
96.22	 763168	 760232	 760232	 
96.23	 763354	 760417	 760417	 
96.24	 763541	 760600	 760600	 
96.25	 763726	 760784	 760784	 
96.26	 763911	 760966	 760966	 
96.27	 764096	 761148	 761148	 
96.28	 764280	 761329	 761329	 
96.29	 764464	 761510	 761510	 
96.3	 764647	 761690	 761690	 
96.31	 764829	 761870	 761870	 
96.32	 765011	 762048	 762048	 
96.33	 765192	 762226	 762226	 
96.34	 765373	 762404	 762404	 
96.35	 765553	 762581	 762581	 
96.36	 765732	 762757	 762757	 
96.37	 765911	 762932	 762932	 
96.38	 766089	 763107	 763107	 
96.39	 766267	 763281	 763281	 
96.4	 766444	 763454	 763454	 
96.41	 766620	 763627	 763627	 
96.42	 766796	 763799	 763799	 
96.43	 766971	 763970	 763970	 
96.44	 767145	 764141	 764141	 
96.45	 767319	 764310	 764310	 
96.46	 767492	 764479	 764479	 
96.47	 767664	 764647	 764647	 
96.48	 767836	 764815	 764815	 
96.49	 768007	 764981	 764981	 
96.5	 768177	 765147	 765147	 
96.51	 768346	 765312	 765312	 
96.52	 768515	 765476	 765476	 
96.53	 768683	 765640	 765640	 
96.54	 768850	 765802	 765802	 
96.55	 769016	 765964	 765964	 
96.56	 769182	 766124	 766124	 
96.57	 769346	 766284	 766284	 
96.58	 769510	 766443	 766443	 
96.59	 769673	 766601	 766601	 
96.6	 769836	 766759	 766759	 
96.61	 769997	 766915	 766915	 
96.62	 770158	 767070	 767070	 
96.63	 770318	 767225	 767225	 
96.64	 770476	 767378	 767378	 
96.65	 770634	 767531	 767531	 
96.66	 770792	 767683	 767683	 
96.67	 770948	 767833	 767833	 
96.68	 771103	 767983	 767983	 
96.69	 771257	 768132	 768132	 
96.7	 771411	 768279	 768279	 
96.71	 771563	 768426	 768426	 
96.72	 771715	 768571	 768571	 
96.73	 771865	 768716	 768716	 
96.74	 772015	 768859	 768859	 
96.75	 772163	 769001	 769001	 
96.76	 772310	 769143	 769143	 
96.77	 772457	 769283	 769283	 
96.78	 772602	 769422	 769422	 
96.79	 772746	 769559	 769559	 
96.8	 772889	 769696	 769696	 
96.81	 773031	 769831	 769831	 
96.82	 773172	 769966	 769966	 
96.83	 773312	 770099	 770099	 
96.84	 773450	 770231	 770231	 
96.85	 773588	 770361	 770361	 
96.86	 773724	 770491	 770491	 
96.87	 773859	 770619	 770619	 
96.88	 773993	 770746	 770746	 
96.89	 774126	 770872	 770872	 
96.9	 774257	 770996	 770996	 
